identifier,att_GoodForKids,att_RestaurantsGoodForGroups,att_OutdoorSeating,att_RestaurantsReservations,att_HasAlcohol,att_RestaurantsTableService,meal_dinner,meal_lunch,amb_target
8HsZjmmL3kubINToJ1yN3w|DiBella's Subs,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
hxonIRBs5NOKkydCgMvpow|Mikey's Late Night Slice,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0
lWLc8qOGTPzWZD3VM08rbw|Buffalo Wild Wings,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
srQtYPWaQFm5Ksfwc0JWoQ|Koble Grill,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
nfEjJc9_FuHTeCnYT5MIkQ|Q2 China Bistro,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
Ycq_dqKaGggMCNHw0WTcsw|Carrabba's Italian Grill,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
v0lpMb5wChPSqZO4X1lhqw|Eight and Sand Tavern & Refuge,,,1.0,,1.0,1.0,,,0.0
tTW2O4si1m4Vwb5MuoNYmg|McDonald's,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
TOjglgql2Uff5ZPzsW4kEA|Dempsey's Food & Spirits,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0
7BvRIuzpGokqxoszeygi0g|Penn Station East Coast Subs,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
qNq9pq6ktntcFXZs9UljwQ|Starbucks,,,1.0,,,,,,
_-6JMZqXTJSnnU2YwVT87Q|PZa Kitchen,,,,0.0,,0.0,,,
tXyo03em9hqS8gJcZWjuLA|Nanak Bakery,1.0,,,,0.0,,,,
1bxWxp91626c-VZo-UCRAw|Subway,0.0,1.0,,0.0,,,,,
k3jX9Zk8ennUvs3MdWFB8A|Bob Evans,1.0,1.0,0.0,0.0,0.0,,,,1.0
DTPRJTu8hwinegkOxt38qQ|Tree of Life Play + Cafe,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
vd6WjiBwJ0x5ApfNe6ALoQ|Genjigo,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ECF1rzYNudH6hCPs1KhHPA|Millions of Milk Tea,,,0.0,1.0,0.0,1.0,,,
cUEjduTAZfsrXqMDVCl23Q|Chipotle Mexican Grill,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
l-Txga05BjygaPq7z_LZkw|Portofino Pizza,1.0,0.0,0.0,0.0,0.0,,,,0.0
vej-4HrjwPRVYYsbdaJySQ|Kingy's Pizza Pub,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AHMA7314bg975Gy1JxZDkg|Erawan Thai,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
wT430gd4snxDTE66QlwuTw|The Bottle Shop,,1.0,1.0,0.0,1.0,,,,1.0
ikZ7CjU-OwKf6bwr5fjWKA|Flyers Pizza & Subs,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0
zbr715kDxivsIBwa89U-uA|Katie's Pizza,0.0,0.0,0.0,0.0,0.0,,,,0.0
6-DrogQnzobvzkU1wVJRmg|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
xhJolvHRMGSSe8ojkOs6Ag|Zaki Grill,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8Lz-sjZWNntaRGDtelMaGw|Wendy's,1.0,1.0,0.0,0.0,0.0,,,,0.0
iSURA4s86DluJEv38lHouQ|Jimmy John's,1.0,1.0,0.0,0.0,0.0,,,,
9qSM1vlUOipnTjsI64nbsA|Pies & Pints,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
DdHVmOnAmN2ggUGPTcCGVw|Asterisk Supper Club,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
3SZEfM34v84qKRIb_4-2uw|Tony's Coneys,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7RBCzHKV9bVZKO9zHIe7cA|Texas Roadhouse,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,1.0
ZpgUmgVU2LM50Q6T9LmTzg|Romeo's Pizza,,,,,,0.0,,,
HNUdyMeugyR8flfqx5Lzjg|Park Street Tavern,0.0,1.0,1.0,0.0,1.0,,,,1.0
KClaLc9kB0VIbfFRXg1g2A|McDonald's,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
XYdDdebMLF4iPFzBVSTEyQ|Taco Time with Don Carlos,1.0,1.0,,0.0,,,0.0,0.0,0.0
SDFTPfFygMhL2-1u6niong|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,,,0.0
gYG3wQp-ww-h28VzBDKMqA|Chances-R,0.0,1.0,,0.0,1.0,,,,
jgTOcpCHLkh0vdeWPCUCwA|KFC,1.0,1.0,0.0,0.0,0.0,,,,
aALevthGN1lLvTXAnnjxfQ|Donatos Pizza,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0
7iPOCHB7BqKogTocCwj0Vw|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
EWUAtpjoA-F3ZS-UBFk1UQ|Frank's Fish & Seafood Market,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
PAYhhnyM8aujqNEiNUWIHg|Oscar's,0.0,1.0,1.0,1.0,1.0,,1.0,,2.0
Ysp63FIlHuiODd60gqfwBg|Los Guachos,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0
fFkvDeIEm5I655LOzfFXGA|Buffalo Wings & Rings,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
NN3qOC6zGkUR-9QRzjusNg|Boulevard Grill,,,0.0,,,1.0,,,
r1UaW4mUrTv0W0KmSzDxsQ|The Corner a Bar & Grill,0.0,1.0,1.0,0.0,,,0.0,0.0,
d5HXd8xMaJAefpsUMm_uYg|Grand China,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0
dG2uLxKis_uZeBQKW3RXPA|Brenz Pizza Co.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
epM3-uIluMW-gvOgBgxwXA|The Warehouse Cafe,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0
_RlQPaDl-JynPnxfVauOMw|Hop Yard 62,,1.0,1.0,0.0,1.0,,,,3.0
gC23DJCv_Frbu3eQ5yl77Q|Kabob Grill,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
QlcjGs-Kq65cIj8XZmKicg|Flyers Pizza & Subs,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0
k0qAgky-thX72SKOu87pbA|Beijing,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0
bYJTk5lI2N2nF5b5p4jymw|Fitzwilly's Pub,,1.0,1.0,0.0,1.0,,,,0.0
72TUEUgm-MWshBmgH7U_oQ|Ye's Asian Vegan Restaurant,1.0,1.0,0.0,,1.0,1.0,1.0,,
17lwOzlXF9ZO24cmvjTQ-g|Bob Evans,1.0,1.0,0.0,0.0,0.0,,,,0.0
D75-lRH15ESAmvKtW-3HRw|Pizza Cottage,,,0.0,1.0,,,,,
0ef1LiG5xceahykjt3kH4Q|Subway,1.0,1.0,,0.0,,,,,
qlztROt6tdnJ3MXqSs3XpQ|Jet's Pizza,1.0,0.0,0.0,0.0,0.0,,,,
pta_FOa9Wgof8S0yRitl1Q|Meza Wine Shop,,1.0,0.0,0.0,1.0,,,,3.0
B2N7yboMUqgA8u1rkDiiRw|GoreMade Pizza,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
-OGHK4bh4gjyLOPcxXHPfA|Panera Bread,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
p3P7YSswrCZ3MIczq0qnMw|The Plaza Restaurant & Lounge,,,0.0,1.0,,,0.0,0.0,2.0
q6C8Swq-B9G8ygLYiGNQWg|Wendy's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
lEzgDeoo5MY2cEE7CobVwQ|Las Carretas,,1.0,,,1.0,1.0,0.0,0.0,
6bPAqPS1WAiMidI57rWUBw|Eldorado's Food & Spirits,,1.0,1.0,,1.0,,,,
8O9A_c19YN1lhttLUqR90Q|Sushi Ten,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ZN4Qo5_QgjDKRYS08TLP7Q|Scramblers,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
bfrOwC9MsVfElVz0BdhUOw|Tim Horton's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c_xUKDprRgK0ns9VULlB4w|Westerview Plaza Pizza,0.0,1.0,0.0,0.0,0.0,,,,
8lS-sVYxXqVbhV8vjitzDg|Hong Kong House,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0
zLL6yt5z5tdeTrJxRay2bg|Sloopy's Diner,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0
CBONPsEE09K60c4ALYC4Tw|Java's Cyber Espresso Bar,,,0.0,,,,,,
-_ilRQ303X9z0xdH3PItbg|Jersey Mike's Subs,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
SXArLibjTVckUsSX5nakCQ|Dewey's Pizza,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UQcYSrak-QkPHtAKjRbJfA|Topgolf,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
eY43FJjF_4hd79ccSfZnUw|O'Reilly's Pub,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,
QwUO-RdXEJNtgEwhB8smBQ|Over the Counter,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
8ldvi0siEx2xn2KM1N6BSA|Wings & More,0.0,0.0,0.0,0.0,0.0,0.0,,,
t13H61tjqhhICK-zDuk1pQ|Burger King,1.0,1.0,,,0.0,,,,
baiTD2N5oXlol0IpPsopvg|Jeff Ruby's Steakhouse,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
JJs663-_wKhNpHUrYsjrgg|Popeyes Louisiana Kitchen,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0
MCLp1XZFhHYr5qxSFsgCMA|Potbelly Sandwich Shop,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
bR8swQkUPa5FBxcWBsn5KQ|Tim Hortons,1.0,0.0,1.0,0.0,,,,,
GQjPY6uzOuCfHBjfXYdFIA|Tokyo Sushi,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
m1wshujBssP8iaUNsqRllg|Cornerstone Pub,,1.0,1.0,,1.0,,,,1.0
yhwy1bgciFU-rJ4zdrShUg|Tim Hortons,,,0.0,,,,,,
CdL1tQ-UTDTOOKQcv8hSNQ|Lee's Sports and Spirits,,,,,,,,,0.0
s1bDy7Yf01eJIzBpl8TOtA|Chile Verde,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Y-1_0sdE2y3ZQGAkl9UAJA|McDonald's,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
Am0Tjc9m6Vl0hOGQcWaTBg|Podunk's,0.0,1.0,1.0,0.0,1.0,,,,1.0
WuyRszVx1BTN42UePyiwRg|Roosters New Albany,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
897e1Gpk60ifSXDu9HfFXQ|Axis Nightclub,,1.0,1.0,1.0,1.0,,,,3.0
HRvV92FpEraeyl8dBCd8yQ|South Side Roots Cafe & Market,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
XlRKh7oSa5GmFjMG0ABGkQ|Sassafras Bakery,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
BTdZDAO988AXKDBacnStfQ|Wendy's,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
pnrlSEYd8a5L4Ux6ikU2YQ|Buffalo Wild Wings,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
OHvpV35D0CBIMhVWz0vrpQ|Taco Bell,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0
B4woQ8wrFfR7XJqaKJ28Lw|The Wicked Lobstah,,,,,0.0,,,,
Ls3f_k7knfdA8Up4w3BdSg|Café Zupas,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7GrL_7xntJaHI-xwwgY-gQ|Piece of Chicago Carryout,1.0,1.0,,1.0,,,,,0.0
qxjndchgYcR3S6VVOb5f6g|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
9FJ_ZCIr1J8vg_LWdJMb_A|Chicken Salad Chick,,,1.0,,,,,,
aZBXQMVAeHBV0NcfTe7aYg|City Barbeque,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
g2tsHu5FIbLfI-kGV5Bvjg|Texas Roadhouse,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
6xj8KDXNyZbowU99K8NaDA|Marcella's Columbus - Polaris,1.0,1.0,0.0,,,,1.0,1.0,
fVoU9M-u3TVjZSumzgPLEg|Sababa Mediterranean Grill,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
rhSoxzgmQomaxuZVoTWc2g|Mashita,,,0.0,0.0,0.0,,,,0.0
ekoMeIm-UrjYQj5CtnSgJg|Bob Evans,1.0,1.0,0.0,0.0,0.0,,,,1.0
cPubbRiDWMeuAiH0xPmXVQ|Chick-fil-A,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4qa5ak2f2T-YiOyCpsHVWg|Kooma sushi Restaurant,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,
kvkzkUp4fVKM0ZYK6l8DJg|Upper Cup Coffee,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
YgZ_N2B7oy2MqFzB-M7GpA|Panera Bread,1.0,1.0,1.0,0.0,0.0,,,,1.0
ajwFQnKOW2yWRBmV8tvJ3w|BIBIBOP Asian Grill,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20vPXRU9H_5BIVbZauye-A|The Old Bag Of Nails Pub,,,1.0,,1.0,,0.0,0.0,0.0
6TR47ve0paO5IB2fHaGNJw|Olive Garden Italian Restaurant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ys0wQnysApHG-4NXelNsZA|5 Bean Coffee,,,1.0,,,,,,
OvC1i7BO2BT1uFtLZmCbrg|FUSIAN,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0
YRcqBE4pv57U66G7HA9-Jw|Teriyaki Madness,,,,0.0,0.0,0.0,,,
nJkP4u2ZocLHD-iFVrrFXw|Emmett's Cafe,,,1.0,,,,,,
wv5EnitKEp7G_yEqp3qq5g|Paddy Mac's Pub,,1.0,1.0,0.0,1.0,,,,
k5g8fYwnk5hxwD54ANCd-w|Hickory House Restaurant,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,
7F4GeFOXXCORA_z_rp8VNA|Subway,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0
XR24K5WarUrosUpu7blx6g|Lisska Bar & Grill,,1.0,0.0,0.0,1.0,,,,0.0
hg_vqMinL4AL9m_ePaZlLg|McDonald's,,,,0.0,0.0,,,,0.0
Z1Fogm9YgJuJCAO8Zoid9g|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,,,0.0
Hqj0I26GCqGS42f5WjrJIA|Donatos Pizza,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0
seJjZMJdv4ma87pAyIokOQ|Romeo's Pizza,1.0,1.0,0.0,0.0,0.0,,,,0.0
E807OYNFTaF7Nq6RO9fHcQ|Los Guachos Taqueria,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
YQChuH381FvQ69qzdYKwpg|Popeyes Louisiana Kitchen,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1ayqfvacEXSQKyClNylB2w|Subway,1.0,0.0,0.0,0.0,0.0,,,,0.0
GSYSRYxXdIUKL-NSOht6Zw|Surve,1.0,,,0.0,,,0.0,0.0,2.0
Ga7U4_ENIRQxghOT_4JH6A|Jet's Pizza,,,,,0.0,0.0,,,
9y2KW4AELDTzYxx__DBg3g|Little Caesars Pizza,1.0,0.0,,0.0,,,,,
malMYpVIi94_eIhKis9NLw|Canal Wigwam,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
bJdyxZn1yCxg-ttJKTMEww|Wings Over Columbus,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0
2XC6gF6_hcgt5q0OOXzHjA|Ray Ray's Hog Pit Powell,,,1.0,0.0,,0.0,,,
GAU0NtvGSRK8fWOrjOoRQg|El Acapulco Mexican Restaurant,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
UN4nOlDnvXhA9NwfFBaP5Q|The Duggie Sports Bar,,1.0,1.0,1.0,1.0,,,,1.0
-MNeNjWb_jxSb8eQ2KaRnw|Tim Hortons,,,1.0,,,,,,
pLZydKNbYNaTRLaVARJr5Q|Nate's Steamed Bagels,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2-wdEK8KfzOugN6FyhKtbg|Liberty Tavern,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
CaSYBZ3voUr_UuVR5KbYvA|Ten Pin Alley,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,3.0
8W9I7b4jAWYL5fbIBoCJvQ|Penn Station,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
YSJxz5ftX771rHlcNQqnGg|Nutcracker Family Restaurant,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Qc2OEa7DCf_XCmK9jYh3Eg|Romeo's Pizza,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,1.0
kr4joIeZo2W1-hBAcYrprg|Si Señor,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
c6PwhqCOxpJruHJeid8AEQ|Rooh Columbus,,,0.0,1.0,1.0,1.0,,,2.0
8llGBsyRl51OVX6XmuaxkQ|Cafe Napolitana,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,3.0
o-qTqruUOhjPyuEo2HZPig|Lazy Chameleon,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0
ngpNovpql9zzGmUDwSxYwg|Huli Huli Tiki Lounge,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
pfPRIJTqLGfpTBSmnBAaeA|Pistacia Vera,,,0.0,0.0,0.0,,,,
SZdRBGBY_QeusFryzTNfeQ|Standard Hall,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0
"4qOX_pYHTIK1d-zig0S9RA|Basic Biscuits, Kindness & Coffee",,,1.0,0.0,,0.0,,,
NxVm8dzWFCplBrjjqzTKFw|Panera Bread,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
I-kHVObLta0naUavWivltw|Marco's,1.0,,,0.0,0.0,,0.0,0.0,0.0
v_jWKKWEUyh1solQ3CLtsg|Mr O Kitchen,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
NprP2naEmVi9-KpDTNr2gA|Benihana,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
aRoBCCk2NlMrzQ7XJN8OuQ|Life Time Fitness,1.0,,,,,,,,
AEzIqFtXrJITE4toGNtAuA|Mark Pi's Express,1.0,1.0,,0.0,,,0.0,0.0,0.0
rJtA2KUNSSOJGFYqH2VmMQ|Krispy Kreme,,,1.0,,,,,,
7bjTNWXnOcqZ1MwxGQIclw|Long John Silver's,0.0,0.0,0.0,0.0,,,,,
9GiSo3YkiyCVjYXO_tEleA|Cliffside Sports Bar,,1.0,1.0,0.0,1.0,,,,1.0
HB7rUG4wlU_T_H-kyST-KQ|Chef-O-Nette Restaurant,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
vB3lnXYOH4I72tMWLT1XGQ|Amato's Woodfired Pizza,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
IOJm5T6wR8ZOhRrNHgGsow|Frank's Famous Stromboli Pizza & More,,,,,,0.0,0.0,0.0,
kwJ7ALgPhbrSe7hdpO8C-Q|Golf Center,1.0,,,,,,,,
xti2AVJa6oYayFM6bL3mFA|Donatos Pizza,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
A8JfCvYro2zplp6UEDhwGQ|Pins Mechanical Company,1.0,1.0,,0.0,1.0,,,,0.0
NvK54Z1qV1FfxHAizLzT6w|The Gyro Shoppe,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,
rWsGO_-_PbdgeVMSLppwEg|Panera Bread,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,
OLCO5vjoMnuvp-iD8IIqRw|Ritzy's Clintonville,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SvXDWMLgQTfSryyO_-_gPg|La Jalisciense,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
RhlXpR8hwuCJPuBdTA8pHA|Starbucks,,,1.0,,,,,,
LE_ZY-vT3z9dJgEblB84Jw|Ravari Room,0.0,1.0,0.0,0.0,1.0,,,,2.0
O9JF3Ahu8edwmlnPv59eLg|Todds Pizza Restaurant,1.0,1.0,1.0,0.0,1.0,,,,0.0
DVLWFUDf1InQdMmx5aGwlQ|East Coast Pizzeria,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
uADGawM5h7Q96knV97h4Vw|McCarthy's Wildflower Café & Catering,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0
Ww3aA1K85Xo954BkAJN0_w|Jersey Mike's Subs,1.0,1.0,0.0,0.0,0.0,,,,0.0
ebNOTkLGeS-82bihFfR4bA|Cajun Boiling Seafood and Bar,,,,,1.0,,,,
R1HZKTT_mrKR6ZfWf_2U8g|A&W Restaurant,1.0,,,,,,,,
-7grDgXStf8-q375mIbBaw|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aRnNu3PFM9CUgohLaGtCUA|Papa John's Pizza,0.0,0.0,,0.0,,,,,0.0
emhnHyTBuFZxOZcUWEQd7Q|Rumba Café,0.0,1.0,1.0,0.0,1.0,,,,3.0
TF7_KDn5oZT-2xScR3l0PA|Dairy Queen,1.0,0.0,1.0,0.0,0.0,,,,0.0
6rFfI22GfWYQb1SO0AP7iA|Outsliders at Little Rock,,,1.0,,,,,,
4WPGR3EpDbeAwTnKDGQKRw|Pizza Hut,0.0,0.0,0.0,0.0,0.0,,,,0.0
2lq20MZhpYaFzAPFQShe8g|Los Mariachi's Mexican Restaurant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
xfqA2NLfGwHeraX92HACrw|One Line Coffee - River & Rich,,,0.0,,,,,,
wUnf912GJrHWAn2VaPmEDQ|Put It In Your Face Sandwich Cart,,1.0,0.0,0.0,,0.0,,,0.0
0hH8aVyKiY4gDaCd8hGhlQ|Classics Pizza and Sports Bar,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,3.0
z_binlWFmHDFVJfWngfo6w|Barnes & Noble,,,0.0,,,,,,
0XoGRXnResztY_VO_ICaAw|Mya's Fried Chicken,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0Gi-6V_K_V94sF-kylHUuQ|Cafe China,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,3.0
VVlOfK7Cz-1s3p8B8Fxbkg|Service Bar,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
89uMxf3mApCds4O1ipBfXg|Roosters,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
Wm8mO26UkxUlBTBI8Zo9eQ|Hilton Columbus Downtown,0.0,1.0,,,1.0,,,,
NjnvBJYgM1nR_ojYPvN4Fg|Panda Express,1.0,1.0,1.0,0.0,0.0,,,,0.0
KmGiWWaMFsVz5CFNQJOeRQ|McCormick & Schmick's Seafood & Steaks,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
LJS7zbfpOPOSVJrZTVaxeg|On The Border Mexican Grill & Cantina,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
upwY5tXR_0WPv45Vk1QNXA|Meijer,,,,,1.0,,,,
rPbRFm8HoY2YXoFzlziXzA|Yellow Brick Pizza,1.0,1.0,0.0,0.0,1.0,,1.0,,1.0
B3hQXTmOjJ-48HqGeXnTMg|Bernard's Tavern,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
cPXKfUslR5z_A6pGho6vLA|Blue Agave,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,3.0
reuzpJcn4nMyt8jvHTllpw|Pizza Hut,1.0,1.0,0.0,0.0,,,,,0.0
B3peGFbWJh6E_JL7-mChRQ|Subway,1.0,0.0,0.0,0.0,,,,,
tDyog1hJzVH4naV30gAPBQ|New York Fried Chicken and Pizza,1.0,0.0,,0.0,,,0.0,0.0,0.0
vm_cC9MZP5CxA2MN_6Jfjg|Lei's Asian Bistro,,1.0,,1.0,0.0,1.0,0.0,0.0,
1m3VSTWnhjRtYwsxZJHaNQ|Starbucks,,,1.0,,,,,,
zOgNXPirrcP-LaP9zlCw7g|Burger King,1.0,1.0,0.0,0.0,0.0,,,,0.0
gdkBlxdPKKKNLFOTtIsf-g|Sesame Sea Asian Bistro,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
NBr_PlHaQh2mMLk9LyjQug|Jimmy John's,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
gANsoqfPQljZhBTv8YlgeQ|Romeo's Pizza,,,,,,1.0,,,
eTp3B6e6xQmROpurmXNcLQ|Zamarelli's Pizza Palace,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0
f_XE9x75jV8Nffd6VERoUQ|Trattoria Roma,0.0,1.0,1.0,1.0,1.0,,1.0,,2.0
7b-rlO3xXvd4HAv2vE0xig|Cap City Fine Diner & Bar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
0ZzTBiCF-iAl6KWEhxEuKQ|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,,,1.0
-QOl03c2B22yi_On0Fyv7w|Cracker Barrel Old Country Store,1.0,1.0,0.0,0.0,0.0,1.0,,,1.0
EH9PbZJIfRnfTI85qkhFkQ|Perkins Restaurant & Bakery,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,3.0
Fc5PNuXF8vKHQD5YNpR-3g|Starbucks,,,1.0,,,,,,
F_yjUrxOpnGiVJ6hq06TkA|The Gyro Shoppe,1.0,1.0,0.0,,0.0,,,,1.0
9VTYZ1f0peEDuZCVUFV_eQ|Nordstrom Ebar Artisan Coffee,,1.0,,,,,,,
e64eKd0FluEAmhkQhXoXLg|Joe's Pizza,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
-B0E1b3TjA3zV6leb74pbg|Local Cantina,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
46H2_9cV_JJNiFxxixAfgA|Streetfare By Lola,1.0,0.0,0.0,0.0,0.0,,,,0.0
kB34i-SXlRTS373O-cFr8w|The Point on Main Street,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0
IhWYUSneSZnjWqWJnljI4g|Chicken & Tea,,,0.0,1.0,0.0,0.0,,,0.0
WpBwwZ2qVQmveXd_0CZuJg|Lil Donut Factory,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bo6_zb4mCeGZy3mvT7UN3g|Paddy Wagon,1.0,1.0,1.0,0.0,0.0,,,,0.0
